#,topic,tentative_subtema,knowledge_class,relative_path,doc_id
540,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/LOGGRO/PRACTICA_Ley-2277-2022.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_LOGGRO_PRACTICA_Ley-2277-2022.md
541,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/LOGGRO/PRACTICA_Ley-383-1997.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_LOGGRO_PRACTICA_Ley-383-1997.md
542,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/LOGGRO/PRACTICA_Ley-488-1998.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_LOGGRO_PRACTICA_Ley-488-1998.md
543,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/LOGGRO/PRACTICA_Ley-49-1990.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_LOGGRO_PRACTICA_Ley-49-1990.md
544,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/LOGGRO/PRACTICA_Ley-6-1992.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_LOGGRO_PRACTICA_Ley-6-1992.md
545,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/LOGGRO/PRACTICA_Ley-863-2003.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_LOGGRO_PRACTICA_Ley-863-2003.md
546,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/NORMATIVA/Ley-1111-2006.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_NORMATIVA_Ley-1111-2006.md
547,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/NORMATIVA/Ley-1739-2014.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_NORMATIVA_Ley-1739-2014.md
548,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/NORMATIVA/Ley-2277-2022.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_NORMATIVA_Ley-2277-2022.md
549,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/NORMATIVA/Ley-488-1998.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_NORMATIVA_Ley-488-1998.md
550,reformas_tributarias,,normative_base,CORE ya Arriba/LEYES/REFORMAS_TRIBUTARIAS/NORMATIVA/Ley-49-1990.md,CORE_ya_Arriba_LEYES_REFORMAS_TRIBUTARIAS_NORMATIVA_Ley-49-1990.md
551,regimen_sancionatorio,,interpretative_guidance,CORE ya Arriba/REGIMEN_SANCIONATORIO/EXPERTOS/SAN-E01-interpretaciones-reduccion-sanciones-gradualidad.md,CORE_ya_Arriba_REGIMEN_SANCIONATORIO_EXPERTOS_SAN-E01-interpretaciones-reduccion-sanciones-gradualidad.md
552,regimen_sancionatorio,,practica_erp,CORE ya Arriba/RENTA/LOGGRO/FE-05-regimen-sancionatorio-fiscalizacion.md,CORE_ya_Arriba_RENTA_LOGGRO_FE-05-regimen-sancionatorio-fiscalizacion.md
553,regimen_tributario_especial,,interpretative_guidance,CORE ya Arriba/Corpus de Contabilidad/EXPERTOS/T-ESAL-regimen-tributario-especial-interpretaciones-expertos.md,CORE_ya_Arriba_Corpus_de_Contabilidad_EXPERTOS_T-ESAL-regimen-tributario-especial-interpretaciones-expertos.md
554,regimen_tributario_especial,,normative_base,CORE ya Arriba/Corpus de Contabilidad/NORMATIVA/N-ESAL-regimen-tributario-especial.md,CORE_ya_Arriba_Corpus_de_Contabilidad_NORMATIVA_N-ESAL-regimen-tributario-especial.md
555,retencion_en_la_fuente,,interpretative_guidance,CORE ya Arriba/RETENCION_FUENTE_AGENTE/EXPERTOS/RET-E01-interpretaciones-retencion-riesgos-sanciones.md,CORE_ya_Arriba_RETENCION_FUENTE_AGENTE_EXPERTOS_RET-E01-interpretaciones-retencion-riesgos-sanciones.md
556,retencion_en_la_fuente,,normative_base,CORE ya Arriba/RETENCION_FUENTE_AGENTE/NORMATIVA/RET-N01-marco-legal-agente-retenedor-bases-tarifas.md,CORE_ya_Arriba_RETENCION_FUENTE_AGENTE_NORMATIVA_RET-N01-marco-legal-agente-retenedor-bases-tarifas.md
557,retencion_en_la_fuente,,interpretative_guidance,to upload/BRECHAS-SEMANA1-ABRIL-2026/RETENCION_D572/EXPERTOS/RET-E02-decreto-572-vs-art368-interpretaciones.md,to_upload_BRECHAS-SEMANA1-ABRIL-2026_RETENCION_D572_EXPERTOS_RET-E02-decreto-572-vs-art368-interpretaciones.md
558,unknown,,unknown,form_guides/formulario_115/pes_general/assets/page_02.svg,form_guides_formulario_115_pes_general_assets_page_02.svg
559,unknown,,normative_base,form_guides/formulario_115/pes_general/citation_profile.json,form_guides_formulario_115_pes_general_citation_profile.json
560,unknown,,normative_base,form_guides/formulario_115/pes_general/guide_manifest.json,form_guides_formulario_115_pes_general_guide_manifest.json
561,unknown,,normative_base,form_guides/formulario_115/pes_general/interactive_map.json,form_guides_formulario_115_pes_general_interactive_map.json
562,unknown,,normative_base,form_guides/formulario_115/pes_general/sources.json,form_guides_formulario_115_pes_general_sources.json
563,unknown,,normative_base,form_guides/formulario_115/pes_general/structured_guide.json,form_guides_formulario_115_pes_general_structured_guide.json
564,zonas_francas,,interpretative_guidance,CORE ya Arriba/Corpus de Contabilidad/EXPERTOS/T-ZF-zonas-francas-interpretaciones-expertos.md,CORE_ya_Arriba_Corpus_de_Contabilidad_EXPERTOS_T-ZF-zonas-francas-interpretaciones-expertos.md
565,zonas_francas,,normative_base,CORE ya Arriba/Corpus de Contabilidad/NORMATIVA/N-ZF-zonas-francas.md,CORE_ya_Arriba_Corpus_de_Contabilidad_NORMATIVA_N-ZF-zonas-francas.md
